$GPGGA,192034.439,3654.949,N,07902.518,W,0,00,,,M,,M,,*52
$GPGGA,192035.439,3654.947,N,07902.519,W,0,00,,,M,,M,,*5C
$GPGGA,192036.439,3654.945,N,07902.519,W,0,00,,,M,,M,,*5D
$GPGGA,192037.439,3654.943,N,07902.520,W,0,00,,,M,,M,,*50
$GPGGA,192038.439,3654.942,N,07902.520,W,0,00,,,M,,M,,*5E
$GPGGA,192039.439,3654.940,N,07902.520,W,0,00,,,M,,M,,*5D
$GPGGA,192040.439,3654.938,N,07902.519,W,0,00,,,M,,M,,*56
$GPGGA,192041.439,3654.936,N,07902.519,W,0,00,,,M,,M,,*59
$GPGGA,192042.439,3654.935,N,07902.519,W,0,00,,,M,,M,,*59
$GPGGA,192043.439,3654.933,N,07902.518,W,0,00,,,M,,M,,*5F
$GPGGA,192044.439,3654.931,N,07902.518,W,0,00,,,M,,M,,*5A
$GPGGA,192045.439,3654.929,N,07902.517,W,0,00,,,M,,M,,*5D
$GPGGA,192046.439,3654.928,N,07902.517,W,0,00,,,M,,M,,*5F
$GPGGA,192047.439,3654.926,N,07902.516,W,0,00,,,M,,M,,*51
$GPGGA,192048.439,3654.924,N,07902.516,W,0,00,,,M,,M,,*5C
$GPGGA,192049.439,3654.922,N,07902.516,W,0,00,,,M,,M,,*5B
$GPGGA,192050.439,3654.921,N,07902.516,W,0,00,,,M,,M,,*50
$GPGGA,192051.439,3654.919,N,07902.515,W,0,00,,,M,,M,,*59
$GPGGA,192052.439,3654.917,N,07902.514,W,0,00,,,M,,M,,*55
$GPGGA,192053.439,3654.916,N,07902.513,W,0,00,,,M,,M,,*52
$GPGGA,192054.439,3654.916,N,07902.511,W,0,00,,,M,,M,,*57
$GPGGA,192055.439,3654.915,N,07902.510,W,0,00,,,M,,M,,*54
$GPGGA,192056.439,3654.914,N,07902.508,W,0,00,,,M,,M,,*5F
$GPGGA,192057.439,3654.913,N,07902.506,W,0,00,,,M,,M,,*57
$GPGGA,192058.439,3654.912,N,07902.505,W,0,00,,,M,,M,,*5A
$GPGGA,192059.439,3654.911,N,07902.503,W,0,00,,,M,,M,,*5E
$GPGGA,192100.439,3654.910,N,07902.503,W,0,00,,,M,,M,,*52
$GPGGA,192101.439,3654.908,N,07902.504,W,0,00,,,M,,M,,*5D
$GPGGA,192102.439,3654.906,N,07902.504,W,0,00,,,M,,M,,*50
$GPGGA,192103.439,3654.905,N,07902.505,W,0,00,,,M,,M,,*53
$GPGGA,192104.439,3654.903,N,07902.505,W,0,00,,,M,,M,,*52
